Quintile Returns,,,,,,,,,,,,,,,
3/31/2015,0.010648218,-0.002713707,0.003458005,-0.007216041,-0.003104219,0.023043372,,0.98140127,1.087659635,0.937476799,0.939935892,0.982592304,,0.004502334,1.150733095
4/30/2015,-0.009249737,-0.003598863,0.00026731,0.004208606,0.010709759,-0.025617816,,0.972323566,1.083745297,0.937727396,0.943891711,0.99311563,,-0.007807468,1.141748783
5/31/2015,0.015647935,0.007079172,-0.003818982,-0.010280159,-0.011761606,0.019209426,,0.987538422,1.091417316,0.934146232,0.934188355,0.981434996,,0.01735933,1.161568777
6/30/2015,0.016566319,-0.005056452,-0.004394034,-0.000274253,-0.006054899,0.044557789,,1.003898298,1.085898617,0.930041561,0.933932151,0.975492506,,-0.004782199,1.156013923
7/31/2015,0.005540206,0.002899516,-0.00297775,-0.005874503,-0.003510993,0.000777598,,1.009460102,1.089047198,0.92727213,0.928445764,0.972067559,,0.008774019,1.166156811
8/31/2015,-0.008473835,0.001338739,0.00272946,0.004872137,-0.000383614,0.045846847,,1.000906103,1.090505148,0.929803082,0.932969279,0.97169466,,-0.003533399,1.162036315
9/30/2015,0.004289514,0.009971169,0.001767062,-0.013273966,-0.002407898,0.040498877,,1.005199504,1.101378759,0.931446102,0.920585077,0.969354919,,0.023245135,1.189048005
10/31/2015,-0.004646927,0.003070205,0.004711854,0.005747622,-0.011991254,-0.066093518,,1.000528416,1.104760217,0.93583494,0.925876252,0.957731138,,-0.002677417,1.185864428
11/30/2015,0.004438546,0.008060925,0.000959821,-0.012414656,-0.000387198,0.002735411,,1.004969307,1.113665606,0.936733174,0.914381817,0.957360307,,0.020475581,1.210145691
12/31/2015,0.026930272,-0.013791122,-0.003097173,-0.009235257,-0.002636486,0.055340965,,1.032033404,1.098306908,0.933831949,0.905937266,0.954836239,,-0.004555865,1.204632431
1/31/2016,0.006137921,-0.011097324,0.003481724,-0.004183536,0.007435158,0.054833399,,1.038367944,1.08611864,0.937083293,0.902147245,0.961935598,,-0.006913788,1.196303857
2/29/2016,0.008357726,-0.005114678,-0.006473762,-0.005337952,0.009205582,-0.014009875,,1.047046338,1.080563494,0.931016839,0.897331626,0.970790775,,0.000223275,1.196570962
3/31/2016,-0.002824659,-0.002497477,0.003292036,0.012273216,-0.009881074,-0.074761997,,1.04408879,1.077864811,0.93408178,0.90834477,0.96119832,,-0.014770693,1.17889678
4/30/2016,-0.01354134,-0.005984391,-0.00133118,0.011125512,0.008689546,-0.036191975,,1.029950429,1.071414447,0.932838349,0.918450571,0.969550697,,-0.017109903,1.15872597
5/31/2016,0.000927377,-0.007713477,0.005954346,-0.002920069,0.005437936,-0.017933434,,1.030905581,1.063150115,0.938392791,0.915768631,0.974823051,,-0.004793408,1.153171724
6/30/2016,0.002470744,-0.002465644,-0.008004883,0.014495557,-0.00629084,0.008840013,,1.033452685,1.060528766,0.930881067,0.929043208,0.968690595,,-0.016961201,1.133612546
7/31/2016,-0.004359263,0.013172651,-0.007088133,-0.002578191,0.001938565,-0.049645593,,1.028947593,1.074498741,0.924282858,0.926647957,0.970568465,,0.015750842,1.151467898
8/31/2016,0.000200386,-0.004990658,-0.0014598,0.000668283,0.006112645,-0.007992375,,1.02915378,1.069136285,0.92293359,0.92726722,0.976501205,,-0.005658941,1.144951809
9/30/2016,0.006093892,0.000840551,-0.004345931,-0.002453879,0.000276116,0.00531485,,1.035425332,1.070034949,0.918922585,0.924991819,0.976770833,,0.003294429,1.148723772
10/31/2016,0.001534605,0.007807958,0.003335308,-0.01093842,0.001549622,0.024337238,,1.037014301,1.078389736,0.921987475,0.91487387,0.978284458,,0.018746377,1.170258181
11/30/2016,-0.003955676,0.001770752,0.009357892,-0.017342631,0.007516782,-0.063766259,,1.032912208,1.080299297,0.930615334,0.899007551,0.985638009,,0.019113383,1.192625774
12/31/2016,0.001434705,0.001761598,0.003503518,0.003400135,-0.008126196,-0.000798357,,1.034394132,1.08220235,0.933875761,0.902064298,0.977628521,,-0.001638537,1.190671612
1/31/2017,-0.001286963,0.006087285,-0.005988575,0.000391956,0.003088798,-0.025200475,,1.033062905,1.088790025,0.928283177,0.902417867,0.980648218,,0.00569533,1.19745288
2/28/2017,-0.00254803,0.00859724,0.006063487,-0.006899208,-0.008388653,-0.025431512,,1.03043063,1.098150614,0.93391181,0.896191899,0.972421901,,0.015496448,1.216009146
3/31/2017,0.00948341,0.00024089,-0.007124681,-0.001281282,-0.001307184,0.012050796,,1.040202626,1.098415147,0.927257986,0.895043624,0.971150766,,0.001522172,1.217860121
4/30/2017,0.001526521,0.002803558,0.000794727,0.003653971,-0.007304678,0.002268983,,1.041790517,1.101494617,0.927994903,0.898314088,0.964056823,,-0.000850414,1.216824436
5/31/2017,0.023438516,-0.008584681,-0.010271704,0.004637169,-0.007358161,0.026933368,,1.066208542,1.092038638,0.918462814,0.902479722,0.956963137,,-0.013221849,1.200735766
6/30/2017,-0.005555293,0.000751215,-0.003240031,0.005078581,0.00099488,-0.020264169,,1.060285441,1.092858993,0.915486966,0.907063038,0.957915201,,-0.004327366,1.195539743
7/31/2017,0.005521157,0.006125997,-0.000498898,-0.002413733,-0.006786306,-0.00332542,,1.066139443,1.099553844,0.915030231,0.90487363,0.951414495,,0.00853973,1.20574933
8/31/2017,0.005697245,0.005800252,0.010866478,0.000175228,-0.021008363,0.038067194,,1.072213501,1.105931533,0.924973387,0.905032189,0.931426834,,0.005625023,1.212531698
9/30/2017,-0.003735562,-0.003799786,0.01056308,-0.005648871,0.002430264,-0.035836013,,1.068208181,1.101729229,0.934743956,0.899919779,0.933690447,,0.001849085,1.214773772
10/31/2017,0.009862591,0.007802648,0.001523482,-0.004081471,-0.01290871,0.012754491,,1.078743481,1.110325635,0.936168021,0.896246782,0.921637708,,0.011884119,1.229210288
11/30/2017,-0.009917999,0.007351843,-0.004590544,0.006756041,-0.000168181,-0.048697663,,1.068044505,1.118488575,0.931870501,0.902301862,0.921482706,,0.000595802,1.229942654
12/31/2017,-0.009670157,0.000242971,0.009162006,0.000276647,-0.000700884,-0.022051862,,1.057716347,1.118760334,0.940408305,0.902551482,0.920836853,,-3.36765E-05,1.229901234
1/31/2018,0.018884867,0.007360016,0.006257855,-0.021489829,-0.008784339,-0.017109506,,1.07769118,1.126994429,0.946293243,0.883155805,0.912747911,,0.028849845,1.265383694
2/28/2018,0.01172524,0.003305649,-0.005731816,-0.003531358,-0.004695513,0.060217665,,1.090327367,1.130719877,0.940869265,0.880037066,0.908462091,,0.006837007,1.274035131
3/31/2018,-0.000503501,-0.006050787,0.003471429,-0.001480454,0.005059747,0.003974072,,1.089778386,1.123878132,0.944135425,0.878734211,0.913058679,,-0.004570333,1.268212367
4/30/2018,-0.002789046,-0.003396946,0.001832354,0.003302463,-0.000869385,-0.005939899,,1.086738944,1.120060379,0.945865416,0.881636198,0.91226488,,-0.006699408,1.259716094
5/31/2018,-0.004848905,-0.003141728,0.000877483,0.005127686,0.00075635,-0.020554619,,1.08146945,1.116541454,0.946695396,0.886156952,0.912954871,,-0.008269414,1.24929898
6/30/2018,-0.005060689,0.001325718,-0.004266135,0.000572078,0.007061349,-0.022595279,,1.075996469,1.118021673,0.942656666,0.886663903,0.919401564,,0.00075364,1.250240501
7/31/2018,-0.005615593,0.006851618,0.002117761,0.00390342,-0.005739925,-0.032865719,,1.069954111,1.12568193,0.944652988,0.890124924,0.914124268,,0.002948198,1.253926458
8/31/2018,-0.007210571,0.00095994,0.007769199,-0.001533675,-0.000833231,-0.025838355,,1.062239131,1.126762517,0.951992184,0.888759762,0.913362592,,0.002493615,1.257053267
9/30/2018,0.005058474,-0.003942035,0.00533925,-0.00401441,-0.000840456,0.004251741,,1.06761244,1.12232078,0.957075108,0.885191916,0.912594951,,7.23751E-05,1.257144247
10/31/2018,-0.010548325,-0.002869076,-0.010407488,0.014836539,0.005784292,0.054436465,,1.056350917,1.119100756,0.94711436,0.898325101,0.917873667,,-0.017705616,1.234885734
11/30/2018,-0.01249973,-0.009312862,0.005749316,0.012302205,0.002375832,-0.04320962,,1.043146816,1.108678725,0.95255962,0.909376481,0.92005438,,-0.021615067,1.208193596
12/31/2018,0.001864601,-0.002137566,0.006788929,-0.000664447,-0.003250838,0.105625415,,1.045091868,1.106308851,0.959026479,0.908772248,0.917063432,,-0.001473119,1.206413783
1/31/2019,-0.01169457,0.003420263,-0.003507235,0.004650237,0.005552553,-0.117583265,,1.032869968,1.110092718,0.955662948,0.912998255,0.922155476,,-0.001229975,1.204929924
2/28/2019,0.01814616,-0.006374219,0.001735353,-0.005337273,-0.00414152,-0.014431537,,1.051612592,1.103016744,0.95732136,0.908125335,0.918336351,,-0.001036946,1.203680476
3/31/2019,0.000749156,-0.001762992,-0.012807405,0.01240254,0.002668703,-0.011130452,,1.052400414,1.101072134,0.945060558,0.919388395,0.920787118,,-0.014165532,1.186629702
4/30/2019,-0.003446003,-0.007343122,-0.000140867,-0.007585803,0.018168084,-0.058298285,,1.048773839,1.092986828,0.944927429,0.912414096,0.937516056,,0.000242682,1.186917675
5/31/2019,-0.007441373,-0.003899115,0.015099529,0.007499646,-0.013665151,0.074320751,,1.040969521,1.088725146,0.959195388,0.919256879,0.924704757,,-0.011398761,1.173388284
6/30/2019,-0.003201476,0.00893686,-0.00129475,-0.003429498,0.002969755,-0.082405681,,1.037636882,1.098454931,0.95795347,0.916104289,0.927450904,,0.012366358,1.187898824
7/31/2019,-0.000882581,-0.000452917,0.006649028,-0.008879021,0.003375555,-0.013566444,,1.036721084,1.097957422,0.96432293,0.90797018,0.930581565,,0.008426104,1.197908183
8/31/2019,0.014570608,0.003742144,0.000768265,-0.005630633,-0.007645965,0.053202547,,1.05182674,1.102066137,0.965063785,0.902857733,0.923466371,,0.009372778,1.20913591
9/30/2019,0.000134362,-0.012842828,-0.003418886,0.002495079,0.013684925,-0.047760395,,1.051968065,1.087912492,0.961764342,0.905110434,0.936103939,,-0.015337907,1.190590296
10/31/2019,-0.009216105,0.010140156,0.001166069,-0.003284157,0.000870233,-0.023173307,,1.042273017,1.098944094,0.962885826,0.902137909,0.936918567,,0.013424314,1.206573154
11/30/2019,0.007845223,0.007434254,0.001505823,0.000118511,-0.016850782,-0.009258693,,1.050449881,1.107113924,0.964335761,0.902244822,0.921130756,,0.007315743,1.215400133
12/31/2019,-0.010071563,-0.009215795,0.008032323,-0.002087153,0.011944256,-0.051019365,,1.039870209,1.096910989,0.972081617,0.9003617,0.932132978,,-0.007128643,1.20673598
1/31/2020,0.007712214,0.012502205,-0.008058557,-0.005583779,-0.007135075,0.033145011,,1.04788991,1.110624795,0.964248042,0.895334279,0.925482139,,0.018085984,1.228560987
2/29/2020,0.008081336,-0.001473326,-0.006075777,0.007110405,-0.003513864,0.102117495,,1.05635826,1.108988482,0.958389486,0.901700468,0.922230121,,-0.008583731,1.21801535
3/31/2020,0.009992849,0.017016696,-0.020494427,0.012117648,-0.011213783,0.209069247,,1.066914288,1.127859802,0.938747843,0.912626957,0.911888433,,0.004899048,1.223982466
4/30/2020,0.005407693,-0.015593664,0.019361566,-0.009889675,0.002069352,-0.14506792,,1.072683834,1.110272335,0.956923471,0.903601373,0.91377545,,-0.005703989,1.217000884
5/31/2020,0.007477341,0.016186796,0.003730168,-0.001682413,-0.017687388,-0.023281588,,1.080704656,1.128244087,0.960492956,0.902081142,0.897613149,,0.017869209,1.238747727
6/30/2020,0.000875958,0.006002922,-0.001792478,0.005031994,-0.011320374,-0.001703154,,1.081651309,1.135016848,0.958771294,0.906620409,0.887451833,,0.000970928,1.239950462
7/31/2020,-0.002382523,0.007118495,-0.008267187,0.011959914,-0.004025824,-0.04479135,,1.07907425,1.14309646,0.950844952,0.917463511,0.883879108,,-0.004841419,1.233947342
8/31/2020,-0.005818491,0.003250884,0.000476988,-0.002683782,0.007169028,-0.05817678,,1.072795666,1.146812534,0.951298494,0.915001239,0.890215662,,0.005934666,1.241270407
9/30/2020,0.001321901,0.013964586,-0.002430604,-0.014119992,0.001106924,0.025502856,,1.074213795,1.162827296,0.948986264,0.902081429,0.891201063,,0.028084578,1.276130963
10/31/2020,-0.007407367,-0.001681032,0.004727771,-0.007377231,0.010392595,-0.011902384,,1.0662567,1.160872546,0.953472854,0.895426565,0.900462955,,0.005696199,1.283400059
11/30/2020,-0.033297809,-0.010732176,0.001291963,0.001773346,0.037824597,-0.218116338,,1.030752687,1.148413857,0.954704706,0.897014466,0.934522604,,-0.012505522,1.267350471
12/31/2020,-0.000865449,-0.006793696,0.00904593,-0.00167933,0.002803369,-0.045190794,,1.029860624,1.140611882,0.963340898,0.895508083,0.937142416,,-0.005114366,1.260868777
1/31/2021,0.004206775,-0.005911064,0.006164988,0.003894326,-0.008800011,0.019931788,,1.034193016,1.133869652,0.969279883,0.898995483,0.928895552,,-0.00980539,1.248505467
2/28/2021,-0.00017002,-0.026229262,-0.008532021,0.01499041,0.019548854,-0.083520792,,1.034017183,1.104129087,0.961009967,0.912471793,0.947054395,,-0.041219672,1.197042481
3/31/2021,0.006069374,-0.005439474,0.012360936,-0.006843906,-0.004770266,-0.046076216,,1.04029302,1.098123206,0.972888949,0.906226922,0.942536694,,0.001404432,1.198723646
4/30/2021,0.007674504,0.004845297,-0.002840781,-0.00972196,-0.000310306,-0.039634244,,1.048276753,1.103443939,0.970125185,0.897416621,0.942244219,,0.014567256,1.21618576
5/31/2021,-0.003252698,0.00269203,-0.000792789,0.012225762,-0.009790916,-0.012449238,,1.044867025,1.106414443,0.96935608,0.908388223,0.933018785,,-0.009533731,1.204590972
6/30/2021,0.003853702,-0.007672225,0.004685424,0.001084314,-9.06824E-06,0.00260434,,1.048893631,1.097925782,0.973897924,0.909373201,0.933010325,,-0.008756539,1.194042924
7/31/2021,0.012433122,0.006256797,0.005941275,-0.009226876,-0.014285163,0.015583374,,1.061934654,1.104795281,0.979684119,0.900982527,0.91968212,,0.015483673,1.212531094
8/31/2021,0.005502983,0.00359577,-0.002980614,-0.006082821,-0.001277073,-0.016613368,,1.067778462,1.108767871,0.976764058,0.895502012,0.918507618,,0.009678591,1.224266686
9/30/2021,-0.013962007,0.008990523,0.00011444,-0.007686441,0.011916553,0.011676308,,1.052870131,1.118736274,0.97687584,0.888618788,0.929453063,,0.016676964,1.244683738
10/31/2021,0.005509312,0.002989507,-0.009520842,0.006051504,-0.004075266,-0.043081894,,1.058670721,1.122080744,0.967575159,0.893996268,0.925665295,,-0.003061996,1.240872521
11/30/2021,0.012224572,-0.001575321,-0.003457154,0.000243107,-0.007192078,0.045108109,,1.071612517,1.120313106,0.964230103,0.894213605,0.919007838,,-0.001818428,1.238616083
12/31/2021,0.001398711,-0.00545449,-0.008053217,0.00794682,0.004677228,-0.067240933,,1.073111393,1.114202369,0.956464949,0.90131976,0.923306247,,-0.013401311,1.222017004
1/31/2022,-0.015584684,0.00223121,-0.00993858,0.003644996,0.018817718,0.007130329,,1.056387291,1.116688389,0.946959046,0.904605067,0.940680764,,-0.001413786,1.220289333
2/28/2022,-0.021139045,0.004369068,-0.005952438,0.006325998,0.014805646,-0.02523732,,1.034056273,1.121567276,0.941322331,0.910327597,0.95460815,,-0.00195693,1.217901312
3/31/2022,-0.00926512,0.006166278,1.86357E-05,0.009409497,-0.006379912,-0.029650051,,1.024475618,1.128483172,0.941339873,0.918893321,0.948517834,,-0.003243218,1.213951392
4/30/2022,-0.004473752,-0.009440213,-0.007341023,0.021419211,0.001439095,0.057644708,,1.019892368,1.117830051,0.934429476,0.938575291,0.949882842,,-0.030859423,1.176489552
5/31/2022,0.002594539,-0.00859274,-0.000659124,0.008734426,0.002419915,-0.009629031,,1.022538518,1.108224828,0.933813571,0.946773208,0.952181477,,-0.017327167,1.156104322
6/30/2022,0.001436635,0.009173446,-0.006400349,0.001801285,-0.003590872,0.098620874,,1.024007533,1.118391069,0.927836838,0.948478616,0.948762316,,0.007372161,1.164627309
7/31/2022,0.013244537,0.005668298,0.002367936,-0.009372716,-0.009941594,-0.064397249,,1.037570039,1.124730443,0.930033896,0.939588795,0.939330106,,0.015041015,1.182144486
8/31/2022,-0.004869152,-0.004080567,-0.000748373,0.008350154,0.000844462,0.027756185,,1.032517953,1.120140906,0.929337884,0.947434507,0.940123335,,-0.012430721,1.167449577
9/30/2022,0.007551395,0.001023197,0.007766576,-0.010903049,-0.004898082,0.106019786,,1.040314903,1.12128703,0.936555657,0.937104582,0.935518533,,0.011926246,1.181372868
10/31/2022,-0.000392208,0.012208446,-0.007723304,0.006923433,-0.007310519,-0.090014755,,1.039906883,1.134976203,0.929322353,0.943592562,0.928679407,,0.005285014,1.18761644
11/30/2022,0.000741371,0.009711156,0.000848056,-0.002506861,-0.007007031,-0.061562519,,1.04067784,1.145998134,0.930110471,0.941227107,0.922172122,,0.012218017,1.202126758
12/31/2022,0.000308843,0.012728432,-0.002755252,-0.006548834,-0.002099503,0.050889051,,1.040999246,1.160584892,0.927547783,0.935063167,0.920236019,,0.019277265,1.225300474
1/31/2023,-0.009669363,-0.031561078,-0.007730539,0.024401502,0.023069409,-0.107882651,,1.030933446,1.123955582,0.920377338,0.957880113,0.94146532,,-0.055962581,1.156729498
2/28/2023,0.015744078,-0.002608238,4.27421E-05,-0.010488989,-0.001775945,0.051574524,,1.047164543,1.121024038,0.920416677,0.947832919,0.939793329,,0.007880751,1.165845395
3/31/2023,0.017118573,-0.007779638,0.010253007,-0.007063271,-0.010526017,0.03243977,,1.065090505,1.112302877,0.929853716,0.941138118,0.929901049,,-0.000716367,1.165010222
4/30/2023,-0.000695475,-0.008416032,0.005766337,0.002766554,-0.00151206,0.000212747,,1.064349761,1.102941701,0.935215566,0.943741828,0.928494983,,-0.011182585,1.151982396
5/31/2023,0.005980423,-0.003280274,0.006328198,-0.008415189,-0.001074439,0.045983783,,1.070715023,1.09932375,0.941133795,0.935800062,0.927497372,,0.005134915,1.157897728
6/30/2023,0.015884446,0.015092044,-0.010708548,-0.006119281,-0.009828497,-0.054581651,,1.087722738,1.115914793,0.931055619,0.930073638,0.918381467,,0.021211325,1.182458272
7/31/2023,-0.0141959,-0.011663533,0.004288524,0.001907011,0.021020637,-0.070890392,,1.072281534,1.102899283,0.935048473,0.931847299,0.937686431,,-0.013570544,1.16641167
8/31/2023,-0.001748726,0.005015393,-0.004760458,0.004502323,-0.005823208,0.03460418,,1.070406408,1.108430757,0.930597214,0.936042776,0.932226088,,0.00051307,1.167010121
9/30/2023,-0.004577591,0.00153603,0.001541366,0.002714131,-0.000986931,0.047474472,,1.065506524,1.11013334,0.932031605,0.938583319,0.931306044,,-0.001178101,1.165635265
10/31/2023,-0.012083707,0.007679737,-0.000689328,0.006043443,-0.002956274,0.031632644,,1.052631256,1.118658872,0.93138913,0.944255593,0.928552848,,0.001636295,1.167542588
11/30/2023,0.014444249,-0.008933499,0.005111864,-0.012617146,0.002057607,-0.079763289,,1.067835723,1.108665334,0.936150264,0.932341783,0.930463445,,0.003683646,1.171843402
12/31/2023,-0.001767046,-0.006238943,-0.01990525,0.00756899,0.022135641,-0.094325909,,1.065948809,1.101748434,0.917515959,0.939398668,0.95105985,,-0.013807933,1.155662667
1/31/2024,0.002812425,0.008387412,0.011546665,0.00464121,-0.026990279,0.038063961,,1.068946711,1.110989252,0.928110209,0.943758615,0.92539048,,0.003746202,1.159992013
2/29/2024,0.000765165,0.004744083,0.008126803,0.001148516,-0.0091491,-0.030589894,,1.069764632,1.116259877,0.935652777,0.944842537,0.91692399,,0.003595566,1.164162841
3/31/2024,-0.009178801,0.007184427,0.004199771,0.006794547,-0.008143174,-0.04661693,,1.059945475,1.124279565,0.939582305,0.951262314,0.909457318,,0.000389881,1.164616726
4/30/2024,-0.014099293,-0.008037498,-0.002074269,0.020502007,0.002249372,0.033095406,,1.045000994,1.11524317,0.937633359,0.970765101,0.911503027,,-0.028539505,1.13137914
5/31/2024,0.000818094,-0.012969443,0.005092513,-0.00026674,0.005123144,-0.03184197,,1.045855903,1.100779087,0.942408269,0.970506159,0.916172788,,-0.012702704,1.117007567
6/30/2024,-0.007499592,0.006727201,0.002178416,-0.000142631,-0.002544818,-0.001888899,,1.03801241,1.108184249,0.944461226,0.970367735,0.913841294,,0.006869832,1.124681221
7/24/2024,0.018592581,0.016181358,0.016269075,0.014647534,0.025109712,-0.006517132,,1.057311739,1.126116176,0.959826737,0.984581229,0.936787586,,0.001533824,1.126406285
